2933209888 33884545
1119982272206315520 1139636315031404544
3640559832 266400754
24969935 101584084
1142058348 1607992999
225856617 10228272
2327559914 801472141099208704
1239636326980497408 773463567513350144
1000303340209823744 1094401650477826048
1249209617592139776 1265276640327688192
16396118 101584084
950783869158088704 1266561137270718464
885513434569355264 790960282969501696
1128245870145822720 1139636315031404544
71874502 266400754
951892690848964608 1139636315031404544
1000303340209823744 1227054581156216832
284068570 2670064278
284068570 295738143
710123736175783936 41646662
81604707 266400754
775806666147110912 328536799
1226033424089174016 632292937
911643033426448384 632292937
750341918 33884545
2201551390 555031989
1935538087 2758681690
139872196 138475538
20531864 2758681690
7010142 542183944
965209942646054912 811377
717453542336946176 811377
3613642762 33884545
872431652118593536 266400754
778079616699367424 33884545
11501822 266400754
109270688 1473686120
282270634 3298050838
744633910219407360 33884545
1240300543630770176 5643382
268574334 2509675127
1567055767 2711212681
2358562603 1139636315031404544
34930776 26223032
258235319 33884545
1000303340209823744 3007583073
1192833493 997471326645506048
224284066 266400754
278959636 3055688693
2721859829 33884545
541829003 22007324
340725319 340725319
4792339101 1258192294806577152
113410319 33884545
1142058348 115983878
1125828064666013696 10228272
52567147 101584084
284068570 17877351
773677339 14903391
1236016893502328832 1212922020796620800
1022113637408886784 707180366314872832
3535400297 1524449868
1183539479518146560 1027769508826513408
1460997758 33884545
2377968728 265588785
4760788037 760299308205936640
257607018 266400754
115251792 15639290
581217010 266400754
216857353 14899583
989212917055668224 24156855
382362891 380284391
2628482719 266400754
5862512 220292329
764613842 4901708113
138623170 33884545
930826948997189632 14642896
853167001765908480 14642896
1227027887741644800 239211082
25650069 38355920
823520005706883072 91478624
2918350304 114751985
4105897212 31263739
877186730 33884545
6524082 775943953824698368
210537581 378815116
3182737400 49383389
228743640 266400754
23115149 816653
1214651818959101952 266400754
1047528319665758208 266400754
955709459065659392 266400754
4760788037 4514082862
2805685381 484757080
1037966523208491008 266400754
3978566486 266400754
931280690158690304 266400754
971178047859777536 266400754
1000303340209823744 127161215
18283018 266400754
75392458 33884545
805252620323430400 208465861
