,id,lang,text,user_id,screen_name,name,statuses_count,retweet_count,source_url,source_url_cat
86,1265637847907868679,en,"RT @PratikNilange: Me explaining client how to use the program!🤣
#WebDev #BigData #Analytics #DataScience #CyberSecurity #IoT #IIoT #PyTorc…",1127829883013361665,xaelbot,xael bot,414224,948,https://yathinbabu.github.io,https://yathinbabu.github.io
87,1265637843243859969,en,"RT @PratikNilange: Me explaining client how to use the program!🤣
#WebDev #BigData #Analytics #DataScience #CyberSecurity #IoT #IIoT #PyTorc…",1182866592138350592,theInfernobot,Inferno,9154,948,https://google.com,https://google.com
88,1265637791850917888,en,"RT @PratikNilange: Me explaining client how to use the program!🤣
#WebDev #BigData #Analytics #DataScience #CyberSecurity #IoT #IIoT #PyTorc…",806050234098860032,sumargoraymond,Remona,4325,948,https://mobile.twitter.com,https://mobile.twitter.com
89,1265632218203873281,en,"RT @dayus4heaven: Ember.js Cheat Sheet for your use.
#WebDev #BigData #Analytics #DataScience #CyberSecurity #IoT #IIoT #PyTorch #Python #R…",50889806,yellowstonemike,Michael P Adams,98709,50,http://twitter.com/download/iphone,http://twitter.com/download/iphone
90,1265630900907175942,en,"RT @dayus4heaven: Build a simple Neural Network in 9 lines of #Python #code
https://t.co/9is51fHFvR
#WebDev #BigData #Analytics #DataScienc…",1190726565073522694,LlnuxBot,LinuxBot,256851,65,https://techdox.nz,https://techdox.nz
91,1265630715799986176,en,"RT @dayus4heaven: Build a simple Neural Network in 9 lines of #Python #code
https://t.co/9is51fHFvR
#WebDev #BigData #Analytics #DataScienc…",50889806,yellowstonemike,Michael P Adams,98709,65,http://twitter.com/download/iphone,http://twitter.com/download/iphone
92,1265629792952410112,en,"RT @PinakiLaskar: The Boy is a,
1. Programmer
2. Engineer
3. Coder
What is your opinion.

#Robotics #machinelearning #Python #Java #Javascr…",50889806,yellowstonemike,Michael P Adams,98709,54,http://twitter.com/download/iphone,http://twitter.com/download/iphone
93,1265629595832705026,en,RT @gp_pulipaka: 18 Best PyTorch Books of All Time. #BigData #Analytics #DataScience #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java…,1190726565073522694,LlnuxBot,LinuxBot,256851,69,https://techdox.nz,https://techdox.nz
94,1265629547812335617,en,RT @gp_pulipaka: 18 Best PyTorch Books of All Time. #BigData #Analytics #DataScience #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java…,986033459134107655,dllarad,David Lara,346,69,https://mobile.twitter.com,https://mobile.twitter.com
95,1265629347408420864,en,RT @gp_pulipaka: Top Ten Cybersecurity Books. #BigData #Analytics #DataScience #CyberSecurity #IoT #IIoT #PyTorch #Python #RStats #TensorFl…,986033459134107655,dllarad,David Lara,346,80,https://mobile.twitter.com,https://mobile.twitter.com
96,1265625637349359616,en,"RT @sjmielke: You've seen JAX differentiate numpy one-liners, and it looked cool, but... how does one build actual neural net models like w…",3524520857,PiotrZelasko,Piotr Żelasko,665,288,https://mobile.twitter.com,https://mobile.twitter.com
97,1265622833960345601,en,RT @keunwoochoi: It seems clear to me that Tensorflow developers are not deeply understanding why researchers struggle with their product.…,8514822,4sim,asim kadav,799,12,http://twitter.com/download/iphone,http://twitter.com/download/iphone
