1926686233 17995040
2815015437 840502412842541056
2720334798 1403264108
307038725 1339835893
3356706339 398172747
1104945319 1169016223755096064
974248363544731648 911734358603702272
1227421625999659008 225265639
620534237 2421067430
1666207170 25073877
201178522 93222172
1250781630534488064 1243560408025198592
1128461218186956800 15976705
536738633 942618447443144704
18798286 15279429
1202637164 271075882
1136550507139411968 25073877
947290132994027520 819541552557162496
737517318 33537967
24390264 14513611
828417448323870720 27493883
1195720009919729664 967027984426242048
1075960827650306048 879147821915615232
981593697082109952 859992452022882304
17472479 42518865
266914850 17494010
1222361276 292929271
2316640537 1140167178886537216
921764155257966592 1171109054
1134932244974452736 1175490134625738752
1205381998635835392 2791499260
826090618053083136 237152597
2623670842 700630947
2321476634 1403264108
242042651 212445456
990989091239022592 29501253
1242637654635708416 292929271
2720334798 25073877
3365155865 510464011
1025568158663565312 712739036
487908176 21619519
168505296 732612795078844416
348780432 27075032
3804928095 15085192
32383402 18382184
795226058199093248 38936142
46929917 34713362
20192553 148529707
1011316522390904832 1098370165421404160
106831652 33653473
938841256507183104 18678924
2416462922 457984599
279270981 384910109
49328285 784575415457308672
969890064774893568 15484198
873223503302070272 334715818
3023387057 759251
1157404795776487424 255812611
2717261048 11134252
237669302 25073877
972844181717647360 1210481124
1214735777537630208 87983041
1012746423413157888 1127527147571118080
380664031 429531188
629586797 46196681
821829606659465216 41837823
230967933 180107694
2391091127 1403264108
24001196 739863724694110208
16654294 879147821915615232
1101267149891518464 19077091
806119295449067520 11134252
1122508838777888768 1258594071678836736
823543158298578944 1074209186752413696
2452145312 772958490356617216
4922302729 89887215
250738637 1917731
1160113082607296512 457984599
746457073383317504 38936142
730856035 10292132
21011924 15164565
40870793 1158966483659251712
438037968 1043185714437992448
250434281 939091
823628190736322560 151055825
2372876346 986781648
828030159932395520 19077091
995048082063659008 131369422
1420600885 3106693805
937020154701144064 2233154425
1094256628889726976 98158642
702245886814978048 158426909
18811949 970207298
822097837467062272 23022687
1430870329 20521828
964222096665694208 1170829890246983680
90017062 139189823
25276728 623083911
2297057988 1106771843929788416
25223907 16378486
529560227 292929271
762465395705950208 1143189703140659200
1113673391775420416 995936502311014400
4184334562 939091
35909131 38936142
263504949 353272992
2970569441 919463268
2471030796 54341363
717361303896068096 755946560794558464
735166924686909440 17980523
407093806 1130070541
1169407317202202624 835565620284502016
31134547 4091551984
2895738123 1157532956522684416
881534691144159232 21619519
2497571214 180107694
1163435838727962624 886087111
750281003520892928 14224719
2980625739 3154020707
1167235520386273280 118864905
3341749752 15754281
1183135329609371648 807095
2168939118 1237199184048128000
